id,source_id,pattern,document,right_summary,hallucinated_summary,is_hallucinated
17595::Intrinsic,17595,Intrinsic,"আমার মেয়ে বয়স ১০ বছর প্রায় ১বৎসর যাবৎ বিভিন্ন যায়গায় মেডিসিন , শিশু , কিডনি শেষ শিশুহাসপাতালে পেডিয়েট্রিকস ও সার্জারি বিভাগেও ডাক্তার দেখিয়েছি সকল প্রকার ব্লাড , আলট্রাস্নোগ্রাম ও এন্ডোসকপি করিয়েছি সব রির্পোট নরমাল সব ডাক্তার রির্পোট দেখে শুধু গেসটিকের আর কিমির ঔষধ ছাড়া কিছুই দেয় না আর কিছু খাবারের নিয়ম দেয় তাদের সাজেশন মতই চলি কিন্তুু কিছুতেই পেট ব্যাথা কমে না রাএে ব্যাথা বেশি হয় দিনে কম থাকে ব্যাথা নাভির চারপাশেই থাকে এখন আমরা কি করতে পারি কোথায় গেলে সমাধান পাব জানালে উপকৃত হব ।",বয়স ১০ বছর । রাতে পেট বেশি ব্যাথা হয় কিন্তু দিনে কম হয় । ব্যাথা নাভীর চারপাশে থাকে । কি করনীয় ?,"বয়স ১০ বছর। প্রায় এক বছর ধরে তীব্র পেটব্যথা, বিশেষ করে রাতে বেশি ও দিনে প্রায় থাকে না। ব্যথা পুরো তলপেটে ছড়িয়ে পড়ে। সব পরীক্ষা-নিরীক্ষায় সমস্যা ধরা পড়েনি, শুধু গ্যাস্ট্রিকের চিকিৎসা চলছে। এখন কী করণীয়?",no
17595::Non-factual,17595,Non-factual,"আমার মেয়ে বয়স ১০ বছর প্রায় ১বৎসর যাবৎ বিভিন্ন যায়গায় মেডিসিন , শিশু , কিডনি শেষ শিশুহাসপাতালে পেডিয়েট্রিকস ও সার্জারি বিভাগেও ডাক্তার দেখিয়েছি সকল প্রকার ব্লাড , আলট্রাস্নোগ্রাম ও এন্ডোসকপি করিয়েছি সব রির্পোট নরমাল সব ডাক্তার রির্পোট দেখে শুধু গেসটিকের আর কিমির ঔষধ ছাড়া কিছুই দেয় না আর কিছু খাবারের নিয়ম দেয় তাদের সাজেশন মতই চলি কিন্তুু কিছুতেই পেট ব্যাথা কমে না রাএে ব্যাথা বেশি হয় দিনে কম থাকে ব্যাথা নাভির চারপাশেই থাকে এখন আমরা কি করতে পারি কোথায় গেলে সমাধান পাব জানালে উপকৃত হব ।",বয়স ১০ বছর । রাতে পেট বেশি ব্যাথা হয় কিন্তু দিনে কম হয় । ব্যাথা নাভীর চারপাশে থাকে । কি করনীয় ?,"বয়স ১০ বছর। গত ২ বছর ধরে রাতে পেট বেশি ব্যথা হয়, দিনে কম থাকে। ব্যথা নাভীর চারপাশে থাকে। ঢাকা মেডিকেলেও দেখানো হয়েছে। কী করণীয়?",yes
17595::Factual Contradiction,17595,Factual Contradiction,"আমার মেয়ে বয়স ১০ বছর প্রায় ১বৎসর যাবৎ বিভিন্ন যায়গায় মেডিসিন , শিশু , কিডনি শেষ শিশুহাসপাতালে পেডিয়েট্রিকস ও সার্জারি বিভাগেও ডাক্তার দেখিয়েছি সকল প্রকার ব্লাড , আলট্রাস্নোগ্রাম ও এন্ডোসকপি করিয়েছি সব রির্পোট নরমাল সব ডাক্তার রির্পোট দেখে শুধু গেসটিকের আর কিমির ঔষধ ছাড়া কিছুই দেয় না আর কিছু খাবারের নিয়ম দেয় তাদের সাজেশন মতই চলি কিন্তুু কিছুতেই পেট ব্যাথা কমে না রাএে ব্যাথা বেশি হয় দিনে কম থাকে ব্যাথা নাভির চারপাশেই থাকে এখন আমরা কি করতে পারি কোথায় গেলে সমাধান পাব জানালে উপকৃত হব ।",বয়স ১০ বছর । রাতে পেট বেশি ব্যাথা হয় কিন্তু দিনে কম হয় । ব্যাথা নাভীর চারপাশে থাকে । কি করনীয় ?,বয়স ১০ বছর। দিনে পেট বেশি ব্যাথা হয় কিন্তু রাতে কম হয়। ব্যাথা নাভীর চারপাশে না থেকে পেটের অন্য জায়গায় থাকে। কি করনীয়?,yes
2811::Intrinsic,2811,Intrinsic,"আমার মেয়ের বয়স ৫ বছর । গতকাল বিকাল ৩ : ০০ টার সময় হঠাৎ তার ১০২ ডিগ্রি জ্বর আসলে নাপা সিরাপ দেই । আবার মধ্যরাতে জ্বরের জন্য সাপুসিডর দেই । এই মুহুর্তে জ্বর নেই , মুখে কোন ঘা কিংবা গায়ে রেশ নেই এবং তাকে সম্পূর্ন সুস্থ দেখাচ্ছে । তার জন্য কি কি করনীয় আছে ? ?",বয়স ৫ । রাতে ১০২ জ্বর আসলে নাপা দেয় । আর কি করণীয় ?,"বয়স ৫। গতকাল বিকেল থেকে ১০৩ জ্বর, নাপা ও অ্যান্টিবায়োটিক দেওয়া হয়েছে। এখন জ্বর কম, তবে মুখে হালকা রেশ আছে। আর কী করণীয়?",yes
2811::Non-factual,2811,Non-factual,"আমার মেয়ের বয়স ৫ বছর । গতকাল বিকাল ৩ : ০০ টার সময় হঠাৎ তার ১০২ ডিগ্রি জ্বর আসলে নাপা সিরাপ দেই । আবার মধ্যরাতে জ্বরের জন্য সাপুসিডর দেই । এই মুহুর্তে জ্বর নেই , মুখে কোন ঘা কিংবা গায়ে রেশ নেই এবং তাকে সম্পূর্ন সুস্থ দেখাচ্ছে । তার জন্য কি কি করনীয় আছে ? ?",বয়স ৫ । রাতে ১০২ জ্বর আসলে নাপা দেয় । আর কি করণীয় ?,বয়স ৫। গতকাল রাত ১২টার দিকে ১০৩ জ্বর আসলে নাপা সিরাপ ও ইবুপ্রোফেন দেয়। এখন জ্বর নেই। আর কি করণীয়?,yes
2811::Factual Contradiction,2811,Factual Contradiction,"আমার মেয়ের বয়স ৫ বছর । গতকাল বিকাল ৩ : ০০ টার সময় হঠাৎ তার ১০২ ডিগ্রি জ্বর আসলে নাপা সিরাপ দেই । আবার মধ্যরাতে জ্বরের জন্য সাপুসিডর দেই । এই মুহুর্তে জ্বর নেই , মুখে কোন ঘা কিংবা গায়ে রেশ নেই এবং তাকে সম্পূর্ন সুস্থ দেখাচ্ছে । তার জন্য কি কি করনীয় আছে ? ?",বয়স ৫ । রাতে ১০২ জ্বর আসলে নাপা দেয় । আর কি করণীয় ?,"বয়স ৫। গতকাল রাতে ১০২ জ্বর হয়নি, নাপা বা সাপুসিডরও দেওয়া হয়নি। এখনো জ্বর আছে, মুখে ঘা ও গায়ে রেশ আছে। আর কি করণীয়?",yes
18861::Intrinsic,18861,Intrinsic,"কিছুক্ষণ বসে থাকলে পা তে মনে হয় পানি জমেছে ( আসলে না ) , কেমন যেন আনইজি লাগে । এটা অনেক দিন থেকে হচ্ছে । একটু হাটা চলা করলে ঠিক হয়ে যায় । কিন্তু কিছুক্ষণ পর আবার এমন হয় । আমার উচ্চতা অনুযায়ী ওজন ঠিক আছে । করনীয় কি ? ধন্যবাদ ।",পায়ে পানি জমে ৷ হাটলে ঠিক হয়ে যায় । কি করনীয় ?,"পায়ে ঝিনঝিন ও ভারীভাব হয়, অনেকক্ষণ দাঁড়িয়ে থাকলে বাড়ে। একটু হাঁটাচলা করলে কমে যায়। ওজনও কিছুটা বেশি। কী করণীয়?",yes
18861::Non-factual,18861,Non-factual,"কিছুক্ষণ বসে থাকলে পা তে মনে হয় পানি জমেছে ( আসলে না ) , কেমন যেন আনইজি লাগে । এটা অনেক দিন থেকে হচ্ছে । একটু হাটা চলা করলে ঠিক হয়ে যায় । কিন্তু কিছুক্ষণ পর আবার এমন হয় । আমার উচ্চতা অনুযায়ী ওজন ঠিক আছে । করনীয় কি ? ধন্যবাদ ।",পায়ে পানি জমে ৷ হাটলে ঠিক হয়ে যায় । কি করনীয় ?,"পায়ে পানি জমার মতো অনুভূতি প্রায় ছয় মাস ধরে হচ্ছে। কিছুক্ষণ বসে থাকলে অস্বস্তি বাড়ে, হাঁটাচলা করলে কমে যায়। ওজন ঠিক আছে। ভিটামিন ডি ও ক্যালসিয়ামের ঘাটতি হতে পারে—কী করণীয়?",yes
18861::Factual Contradiction,18861,Factual Contradiction,"কিছুক্ষণ বসে থাকলে পা তে মনে হয় পানি জমেছে ( আসলে না ) , কেমন যেন আনইজি লাগে । এটা অনেক দিন থেকে হচ্ছে । একটু হাটা চলা করলে ঠিক হয়ে যায় । কিন্তু কিছুক্ষণ পর আবার এমন হয় । আমার উচ্চতা অনুযায়ী ওজন ঠিক আছে । করনীয় কি ? ধন্যবাদ ।",পায়ে পানি জমে ৷ হাটলে ঠিক হয়ে যায় । কি করনীয় ?,"পায়ে পানি জমে না, হাঁটাচলা করলে আরও বেশি অস্বস্তি লাগে। অনেক দিন ধরে হচ্ছে। কী করণীয়?",yes
23675::Intrinsic,23675,Intrinsic,"আসসালামু আলাইকুম । আমার ছোট বোন বয়স সাড়ে ৫ বছর । তার মাঝে মধ্যেই ঠান্ডা লাগে , ওষুধ খাওয়ালে তা ঠিক হয়ে যায় । কিন্তু কিছুদিন রাত্রে বেলা ঘুমানোর সময় তার কাশি শুরু হয় এবং এমন কাশি যে বমি করে ফেলে । রাত্রে বেলা ঘুমাতে গেলেই তার এরকম হয় । বমি করতে করতে একসময় রক্তও বের হয় । নেবুলাইজ করলে কিছুটা ভাল হয় । এখন করোনীয় কি ? এই বমি করা কি ভয়ংকর কিছু নির্দেশ করে ?","বয়স সাড়ে পাঁচ বছর । মাঝেমধ্যে ঠান্ডা লাগে , কাশি শুরু হলে বমি করে ফেলে । রাত্রে বেশি হয় । বমি করতে এক সময় রক্ত বের হয়","বয়স সাড়ে পাঁচ বছর। প্রায়ই ঠান্ডা লাগে, কাশি উঠলে বিশেষ করে রাতে শোয়ার পর বমি করে ফেলে। কয়েকদিন ধরে এমন হচ্ছে, নেবুলাইজারে সাময়িক কমে। বমির সঙ্গে মাঝে মাঝে রক্তও আসে।",yes
23675::Non-factual,23675,Non-factual,"আসসালামু আলাইকুম । আমার ছোট বোন বয়স সাড়ে ৫ বছর । তার মাঝে মধ্যেই ঠান্ডা লাগে , ওষুধ খাওয়ালে তা ঠিক হয়ে যায় । কিন্তু কিছুদিন রাত্রে বেলা ঘুমানোর সময় তার কাশি শুরু হয় এবং এমন কাশি যে বমি করে ফেলে । রাত্রে বেলা ঘুমাতে গেলেই তার এরকম হয় । বমি করতে করতে একসময় রক্তও বের হয় । নেবুলাইজ করলে কিছুটা ভাল হয় । এখন করোনীয় কি ? এই বমি করা কি ভয়ংকর কিছু নির্দেশ করে ?","বয়স সাড়ে পাঁচ বছর । মাঝেমধ্যে ঠান্ডা লাগে , কাশি শুরু হলে বমি করে ফেলে । রাত্রে বেশি হয় । বমি করতে এক সময় রক্ত বের হয়","বয়স সাড়ে পাঁচ বছর। প্রায় দুই সপ্তাহ ধরে মাঝেমধ্যে ঠান্ডা লাগে, কাশি শুরু হলে বমি করে ফেলে। রাত্রে বেশি হয়। বমি করতে করতে একসময় সামান্য রক্ত বের হয়, নেবুলাইজার ও সালবিউটামল দিলে কিছুটা কমে।",yes
23675::Factual Contradiction,23675,Factual Contradiction,"আসসালামু আলাইকুম । আমার ছোট বোন বয়স সাড়ে ৫ বছর । তার মাঝে মধ্যেই ঠান্ডা লাগে , ওষুধ খাওয়ালে তা ঠিক হয়ে যায় । কিন্তু কিছুদিন রাত্রে বেলা ঘুমানোর সময় তার কাশি শুরু হয় এবং এমন কাশি যে বমি করে ফেলে । রাত্রে বেলা ঘুমাতে গেলেই তার এরকম হয় । বমি করতে করতে একসময় রক্তও বের হয় । নেবুলাইজ করলে কিছুটা ভাল হয় । এখন করোনীয় কি ? এই বমি করা কি ভয়ংকর কিছু নির্দেশ করে ?","বয়স সাড়ে পাঁচ বছর । মাঝেমধ্যে ঠান্ডা লাগে , কাশি শুরু হলে বমি করে ফেলে । রাত্রে বেশি হয় । বমি করতে এক সময় রক্ত বের হয়","বয়স সাড়ে পাঁচ বছর। মাঝেমধ্যে ঠান্ডা লাগে, কাশি শুরু হলে বমি করে না। দিনের বেলায় বেশি হয়। বমি করতে এক সময় রক্ত বের হয় না।",yes
12051::Intrinsic,12051,Intrinsic,"আসসালামু আলাইকুম , আমি ২৭ বছর বয়সী । আমার দাত ছোটবেলা হতে বাকা ছিল । এখন দুটি দাত পাশাপাশি ( একদাতের জায়গায় ) অবস্থান করছে । আর কিছুদিন আগে খেয়াল করছি ডান দিকের চোয়াল একটু বাকা , বাম দিকের তুলনায় । এ অবস্থায় আমি "" ডাক্তার ভাই "" হতে কি সাহায্য পেতে পারি ? এই করোনায় ডাক্তারের কাছে যাওয়া উচিত কিনা !",বয়স ২৭ । ছোট থেকে দাঁত বাঁকা ছিল । এখন দুটো দাঁত একই জায়গায় আছে । ডান দিকের চোয়াল বাঁকা বাম দিকের তুলনায় ৷ কি করনীয় ?,"বয়স ২৭। ছোটবেলা থেকে দাঁত বাঁকা, এখন সামনে তিনটি দাঁত গাদাগাদি করে একই জায়গায় উঠেছে। কিছুদিন ধরে ডান পাশের চোয়াল বেশ নিচের দিকে সরে বাম দিকের তুলনায় বেশি বাকা মনে হচ্ছে। এ অবস্থায় কী চিকিৎসা দরকার?",yes
12051::Non-factual,12051,Non-factual,"আসসালামু আলাইকুম , আমি ২৭ বছর বয়সী । আমার দাত ছোটবেলা হতে বাকা ছিল । এখন দুটি দাত পাশাপাশি ( একদাতের জায়গায় ) অবস্থান করছে । আর কিছুদিন আগে খেয়াল করছি ডান দিকের চোয়াল একটু বাকা , বাম দিকের তুলনায় । এ অবস্থায় আমি "" ডাক্তার ভাই "" হতে কি সাহায্য পেতে পারি ? এই করোনায় ডাক্তারের কাছে যাওয়া উচিত কিনা !",বয়স ২৭ । ছোট থেকে দাঁত বাঁকা ছিল । এখন দুটো দাঁত একই জায়গায় আছে । ডান দিকের চোয়াল বাঁকা বাম দিকের তুলনায় ৷ কি করনীয় ?,বয়স ২৭। ছোট থেকে দাঁত বাঁকা ছিল। এখন তিনটি দাঁত একই জায়গায় উঠে গেছে। ডান দিকের চোয়াল প্রায় ৫ মিমি বেশি বাকা বাম দিকের তুলনায়। কি করণীয়?,yes
12051::Factual Contradiction,12051,Factual Contradiction,"আসসালামু আলাইকুম , আমি ২৭ বছর বয়সী । আমার দাত ছোটবেলা হতে বাকা ছিল । এখন দুটি দাত পাশাপাশি ( একদাতের জায়গায় ) অবস্থান করছে । আর কিছুদিন আগে খেয়াল করছি ডান দিকের চোয়াল একটু বাকা , বাম দিকের তুলনায় । এ অবস্থায় আমি "" ডাক্তার ভাই "" হতে কি সাহায্য পেতে পারি ? এই করোনায় ডাক্তারের কাছে যাওয়া উচিত কিনা !",বয়স ২৭ । ছোট থেকে দাঁত বাঁকা ছিল । এখন দুটো দাঁত একই জায়গায় আছে । ডান দিকের চোয়াল বাঁকা বাম দিকের তুলনায় ৷ কি করনীয় ?,বয়স ২৭। ছোট থেকে দাঁত সোজা ছিল। এখন দুটো দাঁত আলাদা আলাদা জায়গায় আছে। বাম দিকের চোয়াল ডান দিকের তুলনায় বাঁকা। কি করনীয়?,yes
16370::Intrinsic,16370,Intrinsic,"আমার বয়স ২৮ । আমার প্রায় ই মাথা ব্যাথা হয় । যেমন , রোদে গেলে , কান্না করলে , জোরে কথা বললে , হাইপার হলে এমন কি টেনশন করলেও মাথা ব্যাথা হয় । ডাক্তার দেখানোর পর মাইগ্রেন এর ব্যাথা এটা বলা হয় । কিন্তু গত কয়েকদিন যাবত মাথা ব্যাথা টা খুব বেড়ে গিয়েছে । কিছু বিষয় নিয়ে চিন্তা ও করছি । মাথা ব্যাথা টা অসহ্য রকমের । কাশি দিলে বা হাল্কা মাথা টা নড়ালেও ব্যাথা হয় । এখন এই অবস্থায় কি করতে পারি ।","বয়স : ২৮ । রোদে গেলে , কান্না করলে , জোরে কথা বললে , টেনশন করলে , কাসি দিলে ও হালকা মাথা নাড়ালেও মাথা ব্যথা হয় ।","বয়স ২৮। প্রায়ই মাথাব্যথা হয়; বিশেষ করে রোদে গেলে, জোরে কথা বললে, হাইপার বা টেনশন করলে ব্যথা বাড়ে। সাম্প্রতিক এক সপ্তাহ ধরে ব্যথা অসহ্য রকমের, কাশি দিলে ও ঘাড় নাড়ালেও মাথা বেশি ব্যথা করে।",yes
16370::Non-factual,16370,Non-factual,"আমার বয়স ২৮ । আমার প্রায় ই মাথা ব্যাথা হয় । যেমন , রোদে গেলে , কান্না করলে , জোরে কথা বললে , হাইপার হলে এমন কি টেনশন করলেও মাথা ব্যাথা হয় । ডাক্তার দেখানোর পর মাইগ্রেন এর ব্যাথা এটা বলা হয় । কিন্তু গত কয়েকদিন যাবত মাথা ব্যাথা টা খুব বেড়ে গিয়েছে । কিছু বিষয় নিয়ে চিন্তা ও করছি । মাথা ব্যাথা টা অসহ্য রকমের । কাশি দিলে বা হাল্কা মাথা টা নড়ালেও ব্যাথা হয় । এখন এই অবস্থায় কি করতে পারি ।","বয়স : ২৮ । রোদে গেলে , কান্না করলে , জোরে কথা বললে , টেনশন করলে , কাসি দিলে ও হালকা মাথা নাড়ালেও মাথা ব্যথা হয় ।","বয়স ২৮। প্রায় এক মাস ধরে মাথাব্যথা অনেক বেড়েছে। রোদে গেলে, কান্না করলে, জোরে কথা বললে, টেনশন করলে, কাশি দিলে ও হালকা মাথা নাড়ালেও মাথা ব্যথা হয়। আগে ডাক্তার এটি সাইনাসের ব্যথা বলেছিলেন।",yes
16370::Factual Contradiction,16370,Factual Contradiction,"আমার বয়স ২৮ । আমার প্রায় ই মাথা ব্যাথা হয় । যেমন , রোদে গেলে , কান্না করলে , জোরে কথা বললে , হাইপার হলে এমন কি টেনশন করলেও মাথা ব্যাথা হয় । ডাক্তার দেখানোর পর মাইগ্রেন এর ব্যাথা এটা বলা হয় । কিন্তু গত কয়েকদিন যাবত মাথা ব্যাথা টা খুব বেড়ে গিয়েছে । কিছু বিষয় নিয়ে চিন্তা ও করছি । মাথা ব্যাথা টা অসহ্য রকমের । কাশি দিলে বা হাল্কা মাথা টা নড়ালেও ব্যাথা হয় । এখন এই অবস্থায় কি করতে পারি ।","বয়স : ২৮ । রোদে গেলে , কান্না করলে , জোরে কথা বললে , টেনশন করলে , কাসি দিলে ও হালকা মাথা নাড়ালেও মাথা ব্যথা হয় ।","বয়স : ২৮ । রোদে গেলে , কান্না করলে , জোরে কথা বললে , টেনশন করলে মাথা ব্যথা কমে যায় , তবে কাশি দিলে ও হালকা মাথা নাড়ালেও ব্যথা হয় না ।",yes
20775::Non-factual,20775,Non-factual,আমি প্রচুর পরিমানে জুয়ায় আসক্ত হয়ে যাচ্ছি যার ফলে ব্যক্তিজীবন ও পারিবারিক জীবনে অনেক প্রবলেম ফেইস করছি । কি করে এর থেকে পরিত্রান পাবো । অনাইলের জুয়া বেড়াজাল থেকে বের হতে পারছি না । লক্ষ লক্ষ টাকা ক্যাসিনো ও অনলাইন গেইমস খেলে হারাচ্ছি । দয়া করে এর সমধান করুন । কি করা উচিত আমার ।,প্রচুর পরিমানে জুয়ায় আসক্ত ।,প্রতিদিন অনলাইন জুয়ায় আসক্ত হয়ে প্রায় ৫ লক্ষ টাকা হারাচ্ছেন।,yes
20775::Intrinsic,20775,Intrinsic,আমি প্রচুর পরিমানে জুয়ায় আসক্ত হয়ে যাচ্ছি যার ফলে ব্যক্তিজীবন ও পারিবারিক জীবনে অনেক প্রবলেম ফেইস করছি । কি করে এর থেকে পরিত্রান পাবো । অনাইলের জুয়া বেড়াজাল থেকে বের হতে পারছি না । লক্ষ লক্ষ টাকা ক্যাসিনো ও অনলাইন গেইমস খেলে হারাচ্ছি । দয়া করে এর সমধান করুন । কি করা উচিত আমার ।,প্রচুর পরিমানে জুয়ায় আসক্ত ।,"অনলাইন ক্যাসিনো ও গেইমসে দীর্ঘদিন ধরে জুয়ায় আসক্ত হয়ে লাখ লাখ টাকা হারাচ্ছেন, এতে ব্যক্তিগত ও পারিবারিক জীবনে গুরুতর সমস্যা হচ্ছে।",no
20775::Factual Contradiction,20775,Factual Contradiction,আমি প্রচুর পরিমানে জুয়ায় আসক্ত হয়ে যাচ্ছি যার ফলে ব্যক্তিজীবন ও পারিবারিক জীবনে অনেক প্রবলেম ফেইস করছি । কি করে এর থেকে পরিত্রান পাবো । অনাইলের জুয়া বেড়াজাল থেকে বের হতে পারছি না । লক্ষ লক্ষ টাকা ক্যাসিনো ও অনলাইন গেইমস খেলে হারাচ্ছি । দয়া করে এর সমধান করুন । কি করা উচিত আমার ।,প্রচুর পরিমানে জুয়ায় আসক্ত ।,"জুয়ায় তেমন আসক্ত নন, তবে সামান্য অনলাইন গেইমস খেলায় কিছু সমস্যা হচ্ছে।",yes
25732::Intrinsic,25732,Intrinsic,আমার স্ত্রীর বয়স ২২ বছর সে অন্তঃসত্ত্বা । প্রথমবার ডাক্তার গত 7 নভেম্বর 2022 তার প্রসাবের ডেট ছিল । কিন্তু গত সপ্তাহে ডাক্তার দেখালে ১৪ তারিখে ডেট দেয় । এখন কি করব আবার কি নতুন করে ডাক্তার দেখাবো নাকি ১৪ তারিখ পর্যন্ত অপেক্ষা করব ।,"স্ত্রীর বয়স ২২ । ৭ তারিখ প্রসাবের ডেট ছিল , কিন্তু ডাক্তার ১৪ তারিখে ডেট দেয় । কি করব","স্ত্রীর বয়স ২২। প্রথমে ৭ নভেম্বর প্রসবের সম্ভাব্য তারিখ বলা হলেও পরে ডাক্তার ১২ তারিখে ডেট দিয়েছেন। এখন কি আবার নতুন করে ডাক্তার দেখাতে হবে, নাকি নির্ধারিত তারিখ পার হওয়া পর্যন্ত অপেক্ষা করা উচিত?",yes
25732::Non-factual,25732,Non-factual,আমার স্ত্রীর বয়স ২২ বছর সে অন্তঃসত্ত্বা । প্রথমবার ডাক্তার গত 7 নভেম্বর 2022 তার প্রসাবের ডেট ছিল । কিন্তু গত সপ্তাহে ডাক্তার দেখালে ১৪ তারিখে ডেট দেয় । এখন কি করব আবার কি নতুন করে ডাক্তার দেখাবো নাকি ১৪ তারিখ পর্যন্ত অপেক্ষা করব ।,"স্ত্রীর বয়স ২২ । ৭ তারিখ প্রসাবের ডেট ছিল , কিন্তু ডাক্তার ১৪ তারিখে ডেট দেয় । কি করব","স্ত্রীর বয়স ২২। ৫ নভেম্বর প্রসাবের ডেট ছিল, কিন্তু ডাক্তার এখন ১৪ ডিসেম্বর ডেট দিয়েছে। এখন কি আবার নতুন করে ডাক্তার দেখাবো, নাকি ১৪ তারিখ পর্যন্ত অপেক্ষা করব?",yes
22104::Intrinsic,22104,Intrinsic,"আমার সমস্যা কিছু সময় বই পড়লে মাথা জাম হয়ে যায় বারি লাগে । কারো সাথি গুছিয়ে কথা বলতে পারি না । অধিকাংশ মানুষের সাথে কথা বলার সময় তাদের প্রশ্নের উত্তর দিতে পারি না । বুদ্ধি একবারে কম । মানুষের সাথে কথা বলে মিশতে পারি না । মানুষের সাথে হাসি , টাট্রা , হাড্ডা একবারে দিতে পারি না বলে চলে । কোনো সুন্দর পরিকল্পনা ও মাথা থেকে আসে না । এই ভাবে আমার চললে আমি কোনো কাজে সাকসেস হতে পারব না । আমি নিজে ও বুঝি না কোনো সময় কি বলা বা করা উঠিত । মানুষের বড় সম্পদ এই মাথা । আমার মতো সমস্যা কোনো রুগি আপনারা পাইছেন কি না । না আমি প্রথম",মাথা ভারি লাগে । কিছু করতে পারি না । কি করনীয় ?,"মাথা ঝিমঝিম করে, কথা বলতে গেলে গুছিয়ে বলতে পারি না এবং মানুষের প্রশ্নের উত্তরও ঠিকমতো দিতে পারি না। স্মৃতিশক্তি খুব কমে গেছে। কী করণীয়?",yes
22104::Non-factual,22104,Non-factual,"আমার সমস্যা কিছু সময় বই পড়লে মাথা জাম হয়ে যায় বারি লাগে । কারো সাথি গুছিয়ে কথা বলতে পারি না । অধিকাংশ মানুষের সাথে কথা বলার সময় তাদের প্রশ্নের উত্তর দিতে পারি না । বুদ্ধি একবারে কম । মানুষের সাথে কথা বলে মিশতে পারি না । মানুষের সাথে হাসি , টাট্রা , হাড্ডা একবারে দিতে পারি না বলে চলে । কোনো সুন্দর পরিকল্পনা ও মাথা থেকে আসে না । এই ভাবে আমার চললে আমি কোনো কাজে সাকসেস হতে পারব না । আমি নিজে ও বুঝি না কোনো সময় কি বলা বা করা উঠিত । মানুষের বড় সম্পদ এই মাথা । আমার মতো সমস্যা কোনো রুগি আপনারা পাইছেন কি না । না আমি প্রথম",মাথা ভারি লাগে । কিছু করতে পারি না । কি করনীয় ?,"মাথা ভারি লাগে, কথা গুছিয়ে বলতে পারি না। ৬ মাস ধরে কিছুই ঠিকমতো করতে পারছি না। কী করণীয়?",yes
25732::Factual Contradiction,25732,Factual Contradiction,আমার স্ত্রীর বয়স ২২ বছর সে অন্তঃসত্ত্বা । প্রথমবার ডাক্তার গত 7 নভেম্বর 2022 তার প্রসাবের ডেট ছিল । কিন্তু গত সপ্তাহে ডাক্তার দেখালে ১৪ তারিখে ডেট দেয় । এখন কি করব আবার কি নতুন করে ডাক্তার দেখাবো নাকি ১৪ তারিখ পর্যন্ত অপেক্ষা করব ।,"স্ত্রীর বয়স ২২ । ৭ তারিখ প্রসাবের ডেট ছিল , কিন্তু ডাক্তার ১৪ তারিখে ডেট দেয় । কি করব","স্ত্রীর বয়স ২২। ৭ তারিখে ডাক্তার ডেট দিয়েছিল, কিন্তু পরে ১৪ তারিখে প্রসাবের ডেট বলা হয়। এখনই নতুন করে ডাক্তার দেখাবেন নাকি ৭ তারিখ পর্যন্ত অপেক্ষা করবেন, তা জানতে চাচ্ছেন।",yes
22104::Factual Contradiction,22104,Factual Contradiction,"আমার সমস্যা কিছু সময় বই পড়লে মাথা জাম হয়ে যায় বারি লাগে । কারো সাথি গুছিয়ে কথা বলতে পারি না । অধিকাংশ মানুষের সাথে কথা বলার সময় তাদের প্রশ্নের উত্তর দিতে পারি না । বুদ্ধি একবারে কম । মানুষের সাথে কথা বলে মিশতে পারি না । মানুষের সাথে হাসি , টাট্রা , হাড্ডা একবারে দিতে পারি না বলে চলে । কোনো সুন্দর পরিকল্পনা ও মাথা থেকে আসে না । এই ভাবে আমার চললে আমি কোনো কাজে সাকসেস হতে পারব না । আমি নিজে ও বুঝি না কোনো সময় কি বলা বা করা উঠিত । মানুষের বড় সম্পদ এই মাথা । আমার মতো সমস্যা কোনো রুগি আপনারা পাইছেন কি না । না আমি প্রথম",মাথা ভারি লাগে । কিছু করতে পারি না । কি করনীয় ?,"মাথা একদম ভারি লাগে না, সব কাজই ঠিকমতো করতে পারেন। শুধু কি করনীয় জানতে চেয়েছেন?",yes
16605::Intrinsic,16605,Intrinsic,আমি প্রতিদিন প্রায় ৬ / ৭ সিগারেট খাই । খুব বেশি নিয়ে কিছু ভাবলে ১০ / ১২ টা খাই । মনে খুব বেশি দুখ বা কেউ অপমানিত করলে বা কেউ সামান্য একটু খারাপ কথা বললেই এর মাত্রা আরও বেড়ে যায় । আমি ভালো করে জানি সিগারেট খাওয়া সমাধান নয় । কিন্তু নিজেকে নিয়ন্ত্রন করতে পারি না । আমার অন্য কোন নেশা নেই কিন্তু এটা ঠিক বছরে একবার / দুইবার ড্রিংক করি কিন্ত এগুলাতে আমার কোন ইন্টারেস্ট নেই । আমি ভালো একটা জীবন চাই যেখানে আমার থেকে সিগারেট দুরে থাকবে । আমি যেদিন ভাবি পরের দিন থেকে স্মোকিং করব না সেই দিন আর বেশি খাই । সমাধান কি স্যার,প্রতিদিন ৬ - ৭ টা সিগারেট খাওয়া হয় । পরিস্থিতি অনুযায়ী মাত্রা আরো বেড়ে যায় । কিভাবে নিয়ন্ত্রণ করতে পারি ?,"প্রতিদিন ১০ - ১২টা সিগারেট খাওয়া হয়, মানসিক চাপ বা অপমানিত হলে আরও বেড়ে যায়। মাঝে মাঝে মদ্যপানও করেন। কীভাবে পুরোপুরি ছাড়তে পারি?",yes
