id,source_id,pattern,context,question,right_answer,hallucinated_answer,is_hallucinated
bengali--1990721472147920166-1::factualness,bengali--1990721472147920166-1,factualness,"১৯৩৮ সালের ৪ এপ্রিল বগুড়ায় একটি কলেজ প্রতিষ্ঠার লক্ষ্যে খাঁন বাহাদুর মোহাম্মদ আলীকে সভাপতি  এবং মৌলভী আব্দুস সাত্তারকে সাধারন সম্পাদক করে একটি কমিটি গঠিত হয়। এই কলেজটি ১৯৩৯ সালের জুলাই মাসে প্রতিষ্ঠিত হয়।[2] অবিভক্ত বঙ্গে বিশিষ্ট ব্যক্তিত্ব স্যার আজিজুল হক এর নামে কলেজটির নামকরণ করা হয়েছে। তিনি সে সময় কলকাতা বিশ্ববিদ্যালয় এর উপাচার্য ছিলেন; সরকারি স্কুলে শিক্ষার মাধ্যম ইংরেজী থেকে বাংলায় চালু, প্রাথমিক শিক্ষা পরিকল্পনাকে অ্যাক্টে পরিণত, কলকাতা বিশ্ববিদ্যালয়ের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ প্রতিষ্ঠা (১৯৪০), শিক্ষা সপ্তাহ পালন কর্মসূচী প্রবর্তন, বঙ্গীয় ব্যবস্থাপক সভার মহাজনী বিল ও প্রজাস্বত্ব আইন উপস্থাপন তাঁর উল্লেখযোগ্য কীর্তি।কলেজের প্রথম অধ্যক্ষ ছিলেন ড. এম.এম. মুখার্জি (আগষ্ট ১৯৩৯- সেপ্টেম্বর ১৯৩৯) এবং প্রথম উপাধ্যক্ষ ছিলেন শ্রী এস.পি সেন। কলেজের যাত্রা শুরুর প্রায় দুই বছর পর্যন্ত কলেজের ক্লাস অস্থায়ীভাবে সুবিল প্রাথমিক বিদ্যালয়ে (বর্তমান) নেয়া হয়। পরবর্তীতে এটি ফুলবাড়ি বটতলাতে স্থানান্তরিত করা হয়। ১৯৬৮ সালের ১৫ এপ্রিল কলেজটি সরকারীকরন করা হয়।",আজিজুল হক কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৩৯ সালের জুলাই মাসে,১৯৩৮ সালের ৪ এপ্রিল প্রতিষ্ঠিত হয়।,yes
bengali--1990721472147920166-1::specificity,bengali--1990721472147920166-1,specificity,"১৯৩৮ সালের ৪ এপ্রিল বগুড়ায় একটি কলেজ প্রতিষ্ঠার লক্ষ্যে খাঁন বাহাদুর মোহাম্মদ আলীকে সভাপতি  এবং মৌলভী আব্দুস সাত্তারকে সাধারন সম্পাদক করে একটি কমিটি গঠিত হয়। এই কলেজটি ১৯৩৯ সালের জুলাই মাসে প্রতিষ্ঠিত হয়।[2] অবিভক্ত বঙ্গে বিশিষ্ট ব্যক্তিত্ব স্যার আজিজুল হক এর নামে কলেজটির নামকরণ করা হয়েছে। তিনি সে সময় কলকাতা বিশ্ববিদ্যালয় এর উপাচার্য ছিলেন; সরকারি স্কুলে শিক্ষার মাধ্যম ইংরেজী থেকে বাংলায় চালু, প্রাথমিক শিক্ষা পরিকল্পনাকে অ্যাক্টে পরিণত, কলকাতা বিশ্ববিদ্যালয়ের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ প্রতিষ্ঠা (১৯৪০), শিক্ষা সপ্তাহ পালন কর্মসূচী প্রবর্তন, বঙ্গীয় ব্যবস্থাপক সভার মহাজনী বিল ও প্রজাস্বত্ব আইন উপস্থাপন তাঁর উল্লেখযোগ্য কীর্তি।কলেজের প্রথম অধ্যক্ষ ছিলেন ড. এম.এম. মুখার্জি (আগষ্ট ১৯৩৯- সেপ্টেম্বর ১৯৩৯) এবং প্রথম উপাধ্যক্ষ ছিলেন শ্রী এস.পি সেন। কলেজের যাত্রা শুরুর প্রায় দুই বছর পর্যন্ত কলেজের ক্লাস অস্থায়ীভাবে সুবিল প্রাথমিক বিদ্যালয়ে (বর্তমান) নেয়া হয়। পরবর্তীতে এটি ফুলবাড়ি বটতলাতে স্থানান্তরিত করা হয়। ১৯৬৮ সালের ১৫ এপ্রিল কলেজটি সরকারীকরন করা হয়।",আজিজুল হক কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৩৯ সালের জুলাই মাসে,আজিজুল হক কলেজ ১৯৩৮ সালের ৪ এপ্রিল প্রতিষ্ঠিত হয়।,yes
bengali--1990721472147920166-1::inference,bengali--1990721472147920166-1,inference,"১৯৩৮ সালের ৪ এপ্রিল বগুড়ায় একটি কলেজ প্রতিষ্ঠার লক্ষ্যে খাঁন বাহাদুর মোহাম্মদ আলীকে সভাপতি  এবং মৌলভী আব্দুস সাত্তারকে সাধারন সম্পাদক করে একটি কমিটি গঠিত হয়। এই কলেজটি ১৯৩৯ সালের জুলাই মাসে প্রতিষ্ঠিত হয়।[2] অবিভক্ত বঙ্গে বিশিষ্ট ব্যক্তিত্ব স্যার আজিজুল হক এর নামে কলেজটির নামকরণ করা হয়েছে। তিনি সে সময় কলকাতা বিশ্ববিদ্যালয় এর উপাচার্য ছিলেন; সরকারি স্কুলে শিক্ষার মাধ্যম ইংরেজী থেকে বাংলায় চালু, প্রাথমিক শিক্ষা পরিকল্পনাকে অ্যাক্টে পরিণত, কলকাতা বিশ্ববিদ্যালয়ের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ প্রতিষ্ঠা (১৯৪০), শিক্ষা সপ্তাহ পালন কর্মসূচী প্রবর্তন, বঙ্গীয় ব্যবস্থাপক সভার মহাজনী বিল ও প্রজাস্বত্ব আইন উপস্থাপন তাঁর উল্লেখযোগ্য কীর্তি।কলেজের প্রথম অধ্যক্ষ ছিলেন ড. এম.এম. মুখার্জি (আগষ্ট ১৯৩৯- সেপ্টেম্বর ১৯৩৯) এবং প্রথম উপাধ্যক্ষ ছিলেন শ্রী এস.পি সেন। কলেজের যাত্রা শুরুর প্রায় দুই বছর পর্যন্ত কলেজের ক্লাস অস্থায়ীভাবে সুবিল প্রাথমিক বিদ্যালয়ে (বর্তমান) নেয়া হয়। পরবর্তীতে এটি ফুলবাড়ি বটতলাতে স্থানান্তরিত করা হয়। ১৯৬৮ সালের ১৫ এপ্রিল কলেজটি সরকারীকরন করা হয়।",আজিজুল হক কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৩৯ সালের জুলাই মাসে,আজিজুল হক কলেজ ১৯৩৮ সালের ৪ এপ্রিল প্রতিষ্ঠিত হয়।,yes
bengali-8652082239846487292-2::factualness,bengali-8652082239846487292-2,factualness,"কলকাতা বিমানবন্দর ঐতিহ্যগতভাবে ইউরোপ থেকে ইন্দোচীন ও অস্ট্রেলিয়ার মধ্যে বিমান রুটে কৌশলগত কেন্দ্র হিসেবে কাজ করে।[15] ১৯৩৭ সালে এ্যামিলিয়া ইয়ারহাট সহ বহু বিমান সংস্থার  অনেক অগ্রগামী উড়ানগুলি যাত্রা শুরু করে কলকাতা থেকে।[16] ১৯২৪ সালে, কেএলএল বিমান সংস্থা কলকাতায় তাদের আমস্টারডামের -বতভিয়া (জাকার্তা) রুটের অংশ হিসাবে অবতরণ শুরু করেন।[17] একই বছরে, কোনও বিমান বাহিনী কর্তৃক প্রথম বিশ্ব ভ্রমণ অভিযানের অংশ হিসাবে একটি রয়েল এয়ার ফোর্স বিমান কলকাতায় অবতরণ করে।[18]",নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর কবে নির্মিত হয় ?,১৯৩৭ সালে,১৯২৪ সালে নির্মিত হয়।,yes
bengali-8652082239846487292-2::comprehension,bengali-8652082239846487292-2,comprehension,"কলকাতা বিমানবন্দর ঐতিহ্যগতভাবে ইউরোপ থেকে ইন্দোচীন ও অস্ট্রেলিয়ার মধ্যে বিমান রুটে কৌশলগত কেন্দ্র হিসেবে কাজ করে।[15] ১৯৩৭ সালে এ্যামিলিয়া ইয়ারহাট সহ বহু বিমান সংস্থার  অনেক অগ্রগামী উড়ানগুলি যাত্রা শুরু করে কলকাতা থেকে।[16] ১৯২৪ সালে, কেএলএল বিমান সংস্থা কলকাতায় তাদের আমস্টারডামের -বতভিয়া (জাকার্তা) রুটের অংশ হিসাবে অবতরণ শুরু করেন।[17] একই বছরে, কোনও বিমান বাহিনী কর্তৃক প্রথম বিশ্ব ভ্রমণ অভিযানের অংশ হিসাবে একটি রয়েল এয়ার ফোর্স বিমান কলকাতায় অবতরণ করে।[18]",নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর কবে নির্মিত হয় ?,১৯৩৭ সালে,নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দরটি ১৯২৪ সালে নির্মিত হয়।,yes
bengali-8652082239846487292-2::specificity,bengali-8652082239846487292-2,specificity,"কলকাতা বিমানবন্দর ঐতিহ্যগতভাবে ইউরোপ থেকে ইন্দোচীন ও অস্ট্রেলিয়ার মধ্যে বিমান রুটে কৌশলগত কেন্দ্র হিসেবে কাজ করে।[15] ১৯৩৭ সালে এ্যামিলিয়া ইয়ারহাট সহ বহু বিমান সংস্থার  অনেক অগ্রগামী উড়ানগুলি যাত্রা শুরু করে কলকাতা থেকে।[16] ১৯২৪ সালে, কেএলএল বিমান সংস্থা কলকাতায় তাদের আমস্টারডামের -বতভিয়া (জাকার্তা) রুটের অংশ হিসাবে অবতরণ শুরু করেন।[17] একই বছরে, কোনও বিমান বাহিনী কর্তৃক প্রথম বিশ্ব ভ্রমণ অভিযানের অংশ হিসাবে একটি রয়েল এয়ার ফোর্স বিমান কলকাতায় অবতরণ করে।[18]",নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর কবে নির্মিত হয় ?,১৯৩৭ সালে,নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দরটি মূলত ১৯২৪ সালে প্রতিষ্ঠিত হয়।,yes
bengali-8652082239846487292-2::inference,bengali-8652082239846487292-2,inference,"কলকাতা বিমানবন্দর ঐতিহ্যগতভাবে ইউরোপ থেকে ইন্দোচীন ও অস্ট্রেলিয়ার মধ্যে বিমান রুটে কৌশলগত কেন্দ্র হিসেবে কাজ করে।[15] ১৯৩৭ সালে এ্যামিলিয়া ইয়ারহাট সহ বহু বিমান সংস্থার  অনেক অগ্রগামী উড়ানগুলি যাত্রা শুরু করে কলকাতা থেকে।[16] ১৯২৪ সালে, কেএলএল বিমান সংস্থা কলকাতায় তাদের আমস্টারডামের -বতভিয়া (জাকার্তা) রুটের অংশ হিসাবে অবতরণ শুরু করেন।[17] একই বছরে, কোনও বিমান বাহিনী কর্তৃক প্রথম বিশ্ব ভ্রমণ অভিযানের অংশ হিসাবে একটি রয়েল এয়ার ফোর্স বিমান কলকাতায় অবতরণ করে।[18]",নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর কবে নির্মিত হয় ?,১৯৩৭ সালে,নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর ১৯২৪ সালে নির্মিত হয়।,yes
bengali-69291154486973838-0::factualness,bengali-69291154486973838-0,factualness,"ঢাকা দক্ষিণ এশিয়ার রাষ্ট্র বাংলাদেশের রাজধানী ও বৃহত্তম শহর। প্রশাসনিকভাবে এটি দেশটির ঢাকা বিভাগের প্রধান শহর। ভৌগোলিকভাবে এটি বাংলাদেশের মধ্যভাগে বুড়িগঙ্গা নদীর উত্তর তীরে একটি সমতল এলাকাতে অবস্থিত। ঢাকা একটি অতিমহানগরী (মেগাশহর); ঢাকা মহানগরী এলাকার জনসংখ্যা প্রায় ১ কোটি ৫০ লক্ষ।[3] জনসংখ্যার বিচারে এটি দক্ষিণ এশিয়ার চতুর্থ বৃহত্তম শহর (দিল্লি, করাচি ও মুম্বইয়ের পরেই) এবং সমগ্র বিশ্বের নবম বৃহত্তম[4] শহর। জনঘনত্বের বিচারে ঢাকা বিশ্বের সবচেয়ে ঘনবসতিপূর্ণ মহানগরী; ১৩৪ বর্গমাইল আয়তনের এই শহরে প্রতি বর্গমাইল এলাকায় ১ লক্ষ ১৫ হাজার লোকের বাস।[5]",ঢাকার মোট আয়তন কত ?,১৩৪ বর্গমাইল,১৪৩ বর্গমাইল,yes
bengali-69291154486973838-0::comprehension,bengali-69291154486973838-0,comprehension,"ঢাকা দক্ষিণ এশিয়ার রাষ্ট্র বাংলাদেশের রাজধানী ও বৃহত্তম শহর। প্রশাসনিকভাবে এটি দেশটির ঢাকা বিভাগের প্রধান শহর। ভৌগোলিকভাবে এটি বাংলাদেশের মধ্যভাগে বুড়িগঙ্গা নদীর উত্তর তীরে একটি সমতল এলাকাতে অবস্থিত। ঢাকা একটি অতিমহানগরী (মেগাশহর); ঢাকা মহানগরী এলাকার জনসংখ্যা প্রায় ১ কোটি ৫০ লক্ষ।[3] জনসংখ্যার বিচারে এটি দক্ষিণ এশিয়ার চতুর্থ বৃহত্তম শহর (দিল্লি, করাচি ও মুম্বইয়ের পরেই) এবং সমগ্র বিশ্বের নবম বৃহত্তম[4] শহর। জনঘনত্বের বিচারে ঢাকা বিশ্বের সবচেয়ে ঘনবসতিপূর্ণ মহানগরী; ১৩৪ বর্গমাইল আয়তনের এই শহরে প্রতি বর্গমাইল এলাকায় ১ লক্ষ ১৫ হাজার লোকের বাস।[5]",ঢাকার মোট আয়তন কত ?,১৩৪ বর্গমাইল,প্রায় ১৫০ বর্গমাইল।,yes
bengali-69291154486973838-0::specificity,bengali-69291154486973838-0,specificity,"ঢাকা দক্ষিণ এশিয়ার রাষ্ট্র বাংলাদেশের রাজধানী ও বৃহত্তম শহর। প্রশাসনিকভাবে এটি দেশটির ঢাকা বিভাগের প্রধান শহর। ভৌগোলিকভাবে এটি বাংলাদেশের মধ্যভাগে বুড়িগঙ্গা নদীর উত্তর তীরে একটি সমতল এলাকাতে অবস্থিত। ঢাকা একটি অতিমহানগরী (মেগাশহর); ঢাকা মহানগরী এলাকার জনসংখ্যা প্রায় ১ কোটি ৫০ লক্ষ।[3] জনসংখ্যার বিচারে এটি দক্ষিণ এশিয়ার চতুর্থ বৃহত্তম শহর (দিল্লি, করাচি ও মুম্বইয়ের পরেই) এবং সমগ্র বিশ্বের নবম বৃহত্তম[4] শহর। জনঘনত্বের বিচারে ঢাকা বিশ্বের সবচেয়ে ঘনবসতিপূর্ণ মহানগরী; ১৩৪ বর্গমাইল আয়তনের এই শহরে প্রতি বর্গমাইল এলাকায় ১ লক্ষ ১৫ হাজার লোকের বাস।[5]",ঢাকার মোট আয়তন কত ?,১৩৪ বর্গমাইল,ঢাকার মোট আয়তন প্রায় ১ কোটি ৫০ লক্ষ জনসংখ্যার সমান বিস্তৃত।,no
bengali-718364632586215903-3::factualness,bengali-718364632586215903-3,factualness,"পশ্চিমবঙ্গের হুগলি জেলার আরামবাগ মহকুমায় অবস্থিত কামারপুকুর গ্রামে ১৮৩৬ সালে এক দরিদ্র ধর্মনিষ্ঠ রক্ষণশীল ব্রাহ্মণ পরিবারে রামকৃষ্ণ পরমহংসের জন্ম হয়। তিনি পিতা ক্ষুদিরাম চট্টোপাধ্যায় এবং মা চন্দ্রমণি দেবীর চতুর্থ ও শেষ সন্তান। কথিত আছে, শ্রীরামকৃষ্ণের জন্মের পূর্বে তাঁর পিতামাতার সম্মুখে বেশ কয়েকটি অলৌকিক ঘটনা ঘটেছিল। সন্তানসম্ভবা চন্দ্রমণি দেবী দেখেছিলেন শিবলিঙ্গ থেকে নির্গত একটি জ্যোতি তাঁর গর্ভে প্রবেশ করছে। তাঁর জন্মের অব্যবহিত পূর্বে গয়ায় তীর্থভ্রমণে গিয়ে ক্ষুদিরাম গদাধর বিষ্ণুকে স্বপ্নে দর্শন করেন। সেই কারণে তিনি নবজাতকের নাম রাখেন গদাধর।[14]",ঊনবিংশ শতাব্দীর বিশিষ্ট ভারতীয় হিন্দু ধর্মগুরু রামকৃষ্ণ পরমহংসের বাবার নাম কী ?,ক্ষুদিরাম চট্টোপাধ্যায়,রামলোচন চট্টোপাধ্যায়,no
bengali-69291154486973838-0::inference,bengali-69291154486973838-0,inference,"ঢাকা দক্ষিণ এশিয়ার রাষ্ট্র বাংলাদেশের রাজধানী ও বৃহত্তম শহর। প্রশাসনিকভাবে এটি দেশটির ঢাকা বিভাগের প্রধান শহর। ভৌগোলিকভাবে এটি বাংলাদেশের মধ্যভাগে বুড়িগঙ্গা নদীর উত্তর তীরে একটি সমতল এলাকাতে অবস্থিত। ঢাকা একটি অতিমহানগরী (মেগাশহর); ঢাকা মহানগরী এলাকার জনসংখ্যা প্রায় ১ কোটি ৫০ লক্ষ।[3] জনসংখ্যার বিচারে এটি দক্ষিণ এশিয়ার চতুর্থ বৃহত্তম শহর (দিল্লি, করাচি ও মুম্বইয়ের পরেই) এবং সমগ্র বিশ্বের নবম বৃহত্তম[4] শহর। জনঘনত্বের বিচারে ঢাকা বিশ্বের সবচেয়ে ঘনবসতিপূর্ণ মহানগরী; ১৩৪ বর্গমাইল আয়তনের এই শহরে প্রতি বর্গমাইল এলাকায় ১ লক্ষ ১৫ হাজার লোকের বাস।[5]",ঢাকার মোট আয়তন কত ?,১৩৪ বর্গমাইল,ঢাকার মোট আয়তন প্রায় ১ কোটি ৫০ লক্ষ।,no
bengali-718364632586215903-3::comprehension,bengali-718364632586215903-3,comprehension,"পশ্চিমবঙ্গের হুগলি জেলার আরামবাগ মহকুমায় অবস্থিত কামারপুকুর গ্রামে ১৮৩৬ সালে এক দরিদ্র ধর্মনিষ্ঠ রক্ষণশীল ব্রাহ্মণ পরিবারে রামকৃষ্ণ পরমহংসের জন্ম হয়। তিনি পিতা ক্ষুদিরাম চট্টোপাধ্যায় এবং মা চন্দ্রমণি দেবীর চতুর্থ ও শেষ সন্তান। কথিত আছে, শ্রীরামকৃষ্ণের জন্মের পূর্বে তাঁর পিতামাতার সম্মুখে বেশ কয়েকটি অলৌকিক ঘটনা ঘটেছিল। সন্তানসম্ভবা চন্দ্রমণি দেবী দেখেছিলেন শিবলিঙ্গ থেকে নির্গত একটি জ্যোতি তাঁর গর্ভে প্রবেশ করছে। তাঁর জন্মের অব্যবহিত পূর্বে গয়ায় তীর্থভ্রমণে গিয়ে ক্ষুদিরাম গদাধর বিষ্ণুকে স্বপ্নে দর্শন করেন। সেই কারণে তিনি নবজাতকের নাম রাখেন গদাধর।[14]",ঊনবিংশ শতাব্দীর বিশিষ্ট ভারতীয় হিন্দু ধর্মগুরু রামকৃষ্ণ পরমহংসের বাবার নাম কী ?,ক্ষুদিরাম চট্টোপাধ্যায়,চন্দ্রমণি দেবী,yes
bengali-718364632586215903-3::specificity,bengali-718364632586215903-3,specificity,"পশ্চিমবঙ্গের হুগলি জেলার আরামবাগ মহকুমায় অবস্থিত কামারপুকুর গ্রামে ১৮৩৬ সালে এক দরিদ্র ধর্মনিষ্ঠ রক্ষণশীল ব্রাহ্মণ পরিবারে রামকৃষ্ণ পরমহংসের জন্ম হয়। তিনি পিতা ক্ষুদিরাম চট্টোপাধ্যায় এবং মা চন্দ্রমণি দেবীর চতুর্থ ও শেষ সন্তান। কথিত আছে, শ্রীরামকৃষ্ণের জন্মের পূর্বে তাঁর পিতামাতার সম্মুখে বেশ কয়েকটি অলৌকিক ঘটনা ঘটেছিল। সন্তানসম্ভবা চন্দ্রমণি দেবী দেখেছিলেন শিবলিঙ্গ থেকে নির্গত একটি জ্যোতি তাঁর গর্ভে প্রবেশ করছে। তাঁর জন্মের অব্যবহিত পূর্বে গয়ায় তীর্থভ্রমণে গিয়ে ক্ষুদিরাম গদাধর বিষ্ণুকে স্বপ্নে দর্শন করেন। সেই কারণে তিনি নবজাতকের নাম রাখেন গদাধর।[14]",ঊনবিংশ শতাব্দীর বিশিষ্ট ভারতীয় হিন্দু ধর্মগুরু রামকৃষ্ণ পরমহংসের বাবার নাম কী ?,ক্ষুদিরাম চট্টোপাধ্যায়,খুদিরাম গদাধর চট্টোপাধ্যায়,no
bengali-718364632586215903-3::inference,bengali-718364632586215903-3,inference,"পশ্চিমবঙ্গের হুগলি জেলার আরামবাগ মহকুমায় অবস্থিত কামারপুকুর গ্রামে ১৮৩৬ সালে এক দরিদ্র ধর্মনিষ্ঠ রক্ষণশীল ব্রাহ্মণ পরিবারে রামকৃষ্ণ পরমহংসের জন্ম হয়। তিনি পিতা ক্ষুদিরাম চট্টোপাধ্যায় এবং মা চন্দ্রমণি দেবীর চতুর্থ ও শেষ সন্তান। কথিত আছে, শ্রীরামকৃষ্ণের জন্মের পূর্বে তাঁর পিতামাতার সম্মুখে বেশ কয়েকটি অলৌকিক ঘটনা ঘটেছিল। সন্তানসম্ভবা চন্দ্রমণি দেবী দেখেছিলেন শিবলিঙ্গ থেকে নির্গত একটি জ্যোতি তাঁর গর্ভে প্রবেশ করছে। তাঁর জন্মের অব্যবহিত পূর্বে গয়ায় তীর্থভ্রমণে গিয়ে ক্ষুদিরাম গদাধর বিষ্ণুকে স্বপ্নে দর্শন করেন। সেই কারণে তিনি নবজাতকের নাম রাখেন গদাধর।[14]",ঊনবিংশ শতাব্দীর বিশিষ্ট ভারতীয় হিন্দু ধর্মগুরু রামকৃষ্ণ পরমহংসের বাবার নাম কী ?,ক্ষুদিরাম চট্টোপাধ্যায়,রামকৃষ্ণ পরমহংসের বাবার নাম ছিল গদাধর বিষ্ণু।,yes
bengali-5118137145175085108-0::factualness,bengali-5118137145175085108-0,factualness,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,১৮৯৭ সালে প্রথম ভারতবর্ষে আসেন।,yes
bengali-5118137145175085108-0::comprehension,bengali-5118137145175085108-0,comprehension,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,১৮৯৫ সালে প্রথম ভারতবর্ষে আসেন।,yes
bengali-5118137145175085108-0::specificity,bengali-5118137145175085108-0,specificity,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,ভগিনী নিবেদিতা প্রথম ভারতবর্ষে আসেন উনিশ শতকের শেষভাগে।,yes
bengali-5118137145175085108-0::inference,bengali-5118137145175085108-0,inference,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,১৮৯৫ সালে প্রথম ভারতবর্ষে আসেন।,yes
bengali--1256061284728114612-1::factualness,bengali--1256061284728114612-1,factualness,১৮৫৮ সালের গ্রীষ্মে বাংলার ঢাকা জেলার বিক্রমপুর অঞ্চলের আড়িয়ল গ্রামের একটি বাঙালি হিন্দু পরিবারে জন্মগ্রহণ করেন শ্যামাকান্ত।[1] তার জন্মস্থান বর্তমানে বাংলাদেশের ঢাকা বিভাগের মুন্সিগঞ্জ জেলার অন্তর্গত। শ্যামাকান্তর পরিবারের আদি নিবাস নদীয়া জেলার ফুলিয়াতে। তারা ফুলিয়া মেলের বন্দ্যঘটি বংশীয় ও বিক্রমপুর সমাজের উচ্চ কুলীন বিষ্ণু ঠাকুরের পালটি বলে খ্যাত। শ্যামাকান্তর পিতা শশীভূষণ বন্দ্যোপাধ্যায় ত্রিপুরা জেলার মুরাদনগরে আদালতে সেরেস্তাদার ছিলেন। শ্যামাকান্তরা ছিলেন চার ভাই ও তিন বোন। চার ভাইয়ের মধ্যে তিনি ছিলেন জ্যেষ্ঠ। তার এক ভাই সূর্যকান্ত বন্দ্যোপাধ্যায় ঢাকায় ওকালতি করতেন।,ভারতীয় যোগী ও অদ্বৈত বেদান্তের গুরু সোহং স্বামীর বাবার নাম কী ?,শশীভূষণ বন্দ্যোপাধ্যায়,সোহং স্বামীর বাবার নাম ছিল শশাঙ্কভূষণ বন্দ্যোপাধ্যায়।,yes
